Id,NoF,Area,Street,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Foundation,GarageType,PoolQC,SalePrice
772,20,8877,Pave,AllPub,Edwards,1Fam,1Story,4,5,1951,CBlock,Detchd,NA,102000
773,80,7819,Pave,AllPub,Edwards,1Fam,SLvl,6,5,1976,CBlock,Detchd,NA,107000
774,20,10150,Pave,AllPub,NAmes,1Fam,1Story,5,5,1958,CBlock,Attchd,NA,114500
775,20,14226,Pave,AllPub,NridgHt,1Fam,1Story,8,5,2006,PConc,Attchd,NA,395000
776,120,4500,Pave,AllPub,Mitchel,TwnhsE,1Story,6,5,1998,PConc,Attchd,NA,162000
777,20,11210,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2005,PConc,Attchd,NA,221500
778,20,13350,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1974,CBlock,Attchd,NA,142500
779,90,8400,Pave,AllPub,SawyerW,Duplex,1Story,5,5,1977,Slab,Detchd,NA,144000
780,90,10530,Pave,AllPub,Mitchel,Duplex,SFoyer,6,5,1977,CBlock,Attchd,NA,135000
781,20,7875,Pave,AllPub,Gilbert,1Fam,1Story,7,5,1995,PConc,Attchd,NA,176000
782,60,7153,Pave,AllPub,SawyerW,1Fam,2Story,6,5,1992,PConc,Attchd,NA,175900
783,20,16285,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2001,PConc,Attchd,NA,187100
784,85,9101,Pave,AllPub,Mitchel,1Fam,SFoyer,5,6,1978,PConc,Attchd,NA,165500
785,75,6300,Pave,AllPub,OldTown,1Fam,2.5Unf,6,6,1914,CBlock,NA,NA,128000
786,20,9790,Pave,AllPub,NWAmes,1Fam,1Story,6,5,1967,CBlock,Attchd,NA,161500
787,50,10800,Pave,AllPub,OldTown,1Fam,1.5Fin,5,6,1915,PConc,Detchd,NA,139000
788,60,10142,Pave,AllPub,SawyerW,1Fam,2Story,7,5,2004,PConc,BuiltIn,NA,233000
789,20,6000,Pave,AllPub,OldTown,1Fam,1Story,4,7,1954,CBlock,Detchd,NA,107900
790,60,12205,Pave,AllPub,ClearCr,1Fam,2Story,6,8,1966,CBlock,Attchd,NA,187500
791,120,3182,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,PConc,Attchd,NA,160200
792,80,11333,Pave,AllPub,Mitchel,1Fam,SLvl,6,5,1976,PConc,Attchd,NA,146800
793,60,9920,Pave,AllPub,NoRidge,1Fam,2Story,7,5,1996,PConc,Attchd,NA,269790
794,20,9158,Pave,AllPub,Somerst,1Fam,1Story,8,5,2007,PConc,Attchd,NA,225000
795,60,10832,Pave,AllPub,Gilbert,1Fam,2Story,7,5,1994,PConc,Attchd,NA,194500
796,60,8400,Pave,AllPub,SawyerW,1Fam,2Story,6,6,1980,CBlock,Attchd,NA,171000
797,20,8197,Pave,AllPub,Sawyer,1Fam,1Story,6,5,1977,CBlock,Attchd,NA,143500
798,20,7677,Pave,AllPub,NAmes,1Fam,1Story,5,5,1953,CBlock,Attchd,NA,110000
799,60,13518,Pave,AllPub,NridgHt,1Fam,2Story,9,5,2008,PConc,BuiltIn,NA,485000
800,50,7200,Pave,AllPub,SWISU,1Fam,1.5Fin,5,7,1937,BrkTil,Detchd,NA,175000
801,60,12798,Pave,AllPub,ClearCr,1Fam,2Story,6,5,1997,PConc,Attchd,NA,200000
802,30,4800,Pave,AllPub,IDOTRR,1Fam,1Story,4,7,1916,CBlock,Detchd,NA,109900
803,60,8199,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2005,PConc,Attchd,NA,189000
804,60,13891,Pave,AllPub,NridgHt,1Fam,2Story,9,5,2008,PConc,BuiltIn,NA,582933
805,20,9000,Pave,AllPub,NAmes,1Fam,1Story,5,5,1954,CBlock,Attchd,NA,118000
806,20,12274,Pave,AllPub,Somerst,1Fam,1Story,7,5,2008,PConc,Attchd,NA,227680
807,80,9750,Pave,AllPub,NAmes,1Fam,SLvl,5,5,1967,PConc,Attchd,NA,135500
808,70,21384,Pave,AllPub,BrkSide,1Fam,2Story,5,6,1923,CBlock,Attchd,NA,223500
809,80,13400,Pave,AllPub,NAmes,1Fam,SLvl,5,5,1966,CBlock,Attchd,NA,159950
810,75,8100,Pave,AllPub,OldTown,1Fam,2.5Unf,5,5,1898,PConc,Detchd,NA,106000
811,20,10140,Pave,AllPub,NWAmes,1Fam,1Story,6,6,1974,CBlock,Attchd,Fa,181000
812,120,4438,Pave,AllPub,CollgCr,TwnhsE,1Story,6,5,2004,PConc,Attchd,NA,144500
813,20,8712,Grvl,AllPub,IDOTRR,1Fam,1Story,5,5,1952,CBlock,Basment,NA,55993
814,20,9750,Pave,AllPub,NAmes,1Fam,1Story,6,6,1958,CBlock,Attchd,NA,157900
815,50,8248,Pave,AllPub,Edwards,1Fam,1.5Fin,5,7,1918,BrkTil,Detchd,NA,116000
816,20,12137,Pave,AllPub,CollgCr,1Fam,1Story,7,5,1998,PConc,Attchd,NA,224900
817,20,11425,Pave,AllPub,NAmes,1Fam,1Story,5,6,1954,CBlock,Attchd,NA,137000
818,20,13265,Pave,AllPub,Mitchel,1Fam,1Story,8,5,2002,PConc,Attchd,NA,271000
819,80,8816,Pave,AllPub,ClearCr,1Fam,SLvl,6,7,1971,CBlock,Attchd,NA,155000
820,120,6371,Pave,AllPub,NridgHt,TwnhsE,1Story,7,5,2009,PConc,Attchd,NA,224000
821,60,7226,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2003,PConc,Attchd,NA,183000
822,20,6000,Pave,AllPub,OldTown,2fmCon,1Story,4,4,1953,CBlock,Detchd,NA,93000
823,60,12394,Pave,AllPub,Gilbert,1Fam,2Story,7,5,2003,PConc,BuiltIn,NA,225000
824,50,9900,Pave,AllPub,SWISU,1Fam,1.5Fin,6,7,1940,BrkTil,Detchd,NA,139500
825,20,11216,Pave,AllPub,Somerst,1Fam,1Story,8,5,2006,PConc,Attchd,NA,232600
826,20,14803,Pave,AllPub,NridgHt,1Fam,1Story,10,5,2007,PConc,Attchd,NA,385000
827,45,6130,Pave,AllPub,BrkSide,1Fam,1.5Unf,5,6,1924,BrkTil,NA,NA,109500
828,20,8529,Pave,AllPub,SawyerW,1Fam,1Story,7,5,2001,PConc,Attchd,NA,189000
829,60,28698,Pave,AllPub,ClearCr,1Fam,2Story,5,5,1967,PConc,Attchd,NA,185000
830,160,2544,Pave,AllPub,Somerst,Twnhs,2Story,7,5,2005,PConc,Detchd,NA,147400
831,20,11900,Pave,AllPub,NAmes,1Fam,1Story,6,5,1957,CBlock,Attchd,NA,166000
832,160,3180,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2005,PConc,Detchd,NA,151000
833,60,9548,Pave,AllPub,CollgCr,1Fam,2Story,7,6,2003,PConc,Attchd,NA,237000
834,20,10004,Pave,AllPub,NAmes,1Fam,1Story,6,6,1964,CBlock,Attchd,NA,167000
835,20,7875,Pave,AllPub,NAmes,1Fam,1Story,5,6,1961,CBlock,Attchd,NA,139950
836,20,9600,Pave,AllPub,Sawyer,1Fam,1Story,4,7,1950,CBlock,Attchd,NA,128000
837,30,8100,Pave,AllPub,OldTown,1Fam,1Story,5,6,1948,BrkTil,Detchd,NA,153500
838,160,1680,Pave,AllPub,BrDale,Twnhs,2Story,6,5,1973,CBlock,Detchd,NA,100000
839,20,9525,Pave,AllPub,CollgCr,1Fam,1Story,5,6,1995,PConc,Attchd,NA,144000
840,50,11767,Pave,AllPub,Edwards,1Fam,1.5Fin,5,6,1946,CBlock,Detchd,NA,130500
841,70,12155,Pave,AllPub,SWISU,1Fam,2Story,6,8,1925,BrkTil,Detchd,NA,140000
842,70,10440,Pave,AllPub,OldTown,1Fam,2Story,5,8,1904,PConc,Detchd,NA,157500
843,80,9020,Pave,AllPub,NAmes,1Fam,SLvl,6,7,1966,CBlock,Attchd,NA,174900
844,90,8000,Pave,AllPub,NAmes,Duplex,1Story,5,4,1961,CBlock,NA,NA,141000
845,50,12665,Pave,AllPub,OldTown,1Fam,1.5Fin,5,8,1915,BrkTil,Detchd,NA,153900
846,85,16647,Pave,AllPub,Sawyer,1Fam,SFoyer,5,5,1975,CBlock,Basment,NA,171000
847,60,9317,Pave,AllPub,SawyerW,1Fam,2Story,7,5,1993,PConc,Attchd,NA,213000
848,20,15523,Pave,AllPub,CollgCr,1Fam,1Story,5,6,1972,CBlock,Attchd,NA,133500
849,50,45600,Pave,AllPub,ClearCr,1Fam,1.5Fin,6,8,1908,BrkTil,Detchd,NA,240000
850,80,9600,Pave,AllPub,Veenker,1Fam,SLvl,6,7,1976,CBlock,Attchd,NA,187000
851,120,4435,Pave,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,PConc,Attchd,NA,131500
852,120,3196,Pave,AllPub,Blmngtn,TwnhsE,1Story,8,5,2003,PConc,Attchd,NA,215000
853,75,7128,Pave,AllPub,Crawfor,1Fam,2.5Unf,7,5,1941,CBlock,Detchd,NA,164000
854,80,12095,Pave,AllPub,NAmes,1Fam,SLvl,6,6,1964,CBlock,Attchd,NA,158000
855,20,17920,Pave,AllPub,Sawyer,1Fam,1Story,5,4,1955,CBlock,Attchd,NA,170000
856,20,6897,Pave,AllPub,Sawyer,1Fam,1Story,5,8,1962,CBlock,Detchd,NA,127000
857,80,10970,Pave,AllPub,CollgCr,1Fam,SLvl,6,6,1978,CBlock,Detchd,NA,147000
858,60,8125,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1994,PConc,Attchd,NA,174000
859,20,10400,Pave,AllPub,NWAmes,1Fam,1Story,7,5,1976,CBlock,Attchd,NA,152000
860,60,11029,Pave,AllPub,NWAmes,1Fam,2Story,6,7,1968,CBlock,Attchd,NA,250000
861,50,7642,Pave,AllPub,Crawfor,1Fam,1.5Fin,7,8,1918,BrkTil,Detchd,NA,189950
862,190,11625,Pave,AllPub,Sawyer,2fmCon,1Story,5,4,1965,PConc,Attchd,NA,131500
863,20,9672,Pave,AllPub,SawyerW,1Fam,1Story,6,5,1984,PConc,Attchd,NA,152000
864,20,7931,Pave,AllPub,NAmes,1Fam,1Story,5,5,1959,CBlock,Attchd,NA,132500
865,20,8640,Pave,AllPub,Somerst,1Fam,1Story,7,5,2007,PConc,Attchd,NA,250580
866,20,8750,Pave,AllPub,NAmes,1Fam,1Story,5,6,1970,CBlock,Detchd,NA,148500
867,20,10656,Pave,AllPub,Timber,1Fam,1Story,8,5,2006,PConc,Attchd,NA,248900
868,20,6970,Pave,AllPub,Sawyer,1Fam,1Story,4,5,1961,CBlock,Attchd,NA,129000
869,60,14762,Pave,AllPub,Gilbert,1Fam,2Story,5,6,1948,Slab,Attchd,NA,169000
870,60,9938,Pave,AllPub,SawyerW,1Fam,2Story,7,5,1993,PConc,Attchd,NA,236000
871,20,6600,Pave,AllPub,NAmes,1Fam,1Story,5,5,1962,CBlock,Detchd,NA,109500
872,60,8750,Pave,AllPub,CollgCr,1Fam,2Story,6,5,1998,PConc,Attchd,NA,200500
873,20,8892,Pave,AllPub,NAmes,1Fam,1Story,5,7,1953,Stone,Attchd,NA,116000
874,40,12144,Pave,AllPub,NAmes,1Fam,1Story,5,7,1949,CBlock,Attchd,NA,133000
875,50,5720,Pave,AllPub,OldTown,1Fam,1.5Fin,5,6,1941,CBlock,Detchd,NA,66500
876,60,9000,Pave,AllPub,Somerst,1Fam,2Story,8,5,2007,PConc,BuiltIn,NA,303477
877,20,25286,Pave,AllPub,Mitchel,1Fam,1Story,4,5,1963,PConc,Attchd,NA,132250
878,60,8834,Pave,AllPub,NridgHt,1Fam,2Story,9,5,2004,PConc,Attchd,NA,350000
879,85,11782,Pave,AllPub,Sawyer,1Fam,SFoyer,5,7,1961,CBlock,Detchd,NA,148000
880,20,7000,Pave,AllPub,CollgCr,1Fam,1Story,5,8,1978,CBlock,Attchd,NA,136500
881,20,7024,Pave,AllPub,Edwards,1Fam,1Story,5,5,2005,PConc,Attchd,NA,157000
882,50,13758,Pave,AllPub,Timber,1Fam,1.5Fin,7,5,1990,CBlock,Attchd,NA,187500
883,60,9636,Pave,AllPub,Gilbert,1Fam,2Story,6,5,1992,PConc,BuiltIn,NA,178000
884,75,6204,Pave,AllPub,SWISU,1Fam,2.5Fin,4,5,1912,PConc,Detchd,NA,118500
885,20,7150,Pave,AllPub,NAmes,1Fam,1Story,5,5,1967,CBlock,Attchd,NA,100000
886,120,5119,Pave,AllPub,Somerst,TwnhsE,1Story,9,5,1999,PConc,Attchd,NA,328900
887,90,8393,Pave,AllPub,NAmes,Duplex,1Story,5,5,1959,CBlock,Attchd,NA,145000
888,50,16466,Pave,AllPub,Edwards,1Fam,1.5Fin,5,7,1955,PConc,Attchd,NA,135500
889,20,15865,Pave,AllPub,NAmes,1Fam,1Story,8,6,1970,PConc,Attchd,NA,268000
890,20,12160,Pave,AllPub,NAmes,1Fam,1Story,6,4,1953,CBlock,Attchd,NA,149500
891,50,8064,Pave,AllPub,NAmes,1Fam,1.5Fin,5,7,1949,CBlock,Detchd,NA,122900
892,60,11184,Pave,AllPub,Sawyer,1Fam,2Story,6,5,1978,CBlock,Attchd,NA,172500
893,20,8414,Pave,AllPub,Sawyer,1Fam,1Story,6,8,1963,CBlock,Attchd,NA,154500
894,20,13284,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1954,PConc,Attchd,NA,165000
895,90,7018,Pave,AllPub,SawyerW,Duplex,1Story,5,5,1979,Slab,Attchd,NA,118858
896,60,7056,Pave,AllPub,NAmes,1Fam,2Story,6,5,1963,CBlock,Attchd,NA,140000
897,30,8765,Pave,AllPub,IDOTRR,1Fam,1Story,4,6,1936,BrkTil,Detchd,NA,106500
898,90,7018,Pave,AllPub,SawyerW,Duplex,2Story,5,5,1979,Slab,Detchd,NA,142953
899,20,12919,Pave,AllPub,NridgHt,1Fam,1Story,9,5,2009,PConc,Attchd,NA,611657
900,20,6993,Pave,AllPub,Sawyer,1Fam,1Story,5,7,1961,CBlock,Attchd,NA,135000
901,20,7340,Pave,AllPub,NAmes,1Fam,1Story,4,6,1971,CBlock,Detchd,NA,110000
902,20,8712,Pave,AllPub,NAmes,1Fam,1Story,5,7,1957,CBlock,Detchd,NA,153000
903,60,7875,Pave,AllPub,Gilbert,1Fam,2Story,7,5,2003,PConc,Attchd,NA,180000
904,20,14859,Pave,AllPub,Gilbert,1Fam,1Story,7,5,2006,PConc,Attchd,NA,240000
905,20,6173,Pave,AllPub,Sawyer,1Fam,1Story,5,6,1967,CBlock,Attchd,NA,125500
906,20,9920,Pave,AllPub,NAmes,1Fam,1Story,5,5,1954,CBlock,Attchd,NA,128000
907,20,13501,Pave,AllPub,Somerst,1Fam,1Story,8,5,2006,PConc,Attchd,NA,255000
908,50,11500,Pave,AllPub,Crawfor,1Fam,1.5Fin,7,7,1936,CBlock,Attchd,NA,250000
909,20,8885,Pave,AllPub,Mitchel,1Fam,1Story,5,5,1983,CBlock,Attchd,NA,131000
910,60,12589,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2005,PConc,Attchd,NA,174000
911,90,11600,Pave,AllPub,NAmes,Duplex,2Story,5,5,1960,CBlock,Detchd,NA,154300
912,20,9286,Pave,AllPub,CollgCr,1Fam,1Story,5,7,1977,CBlock,Detchd,NA,143500
913,30,6120,Pave,AllPub,BrkSide,1Fam,1Story,5,7,1925,BrkTil,Detchd,NA,88000
914,90,6270,Pave,AllPub,Crawfor,Duplex,2Story,5,6,1949,CBlock,2Types,NA,145000
915,160,3000,Pave,AllPub,Somerst,TwnhsE,2Story,6,5,2009,PConc,Detchd,NA,173733
916,160,2001,Pave,AllPub,MeadowV,Twnhs,2Story,4,5,1970,CBlock,Attchd,NA,75000
917,20,9000,Pave,AllPub,IDOTRR,1Fam,1Story,2,3,1949,CBlock,Detchd,NA,35311
918,20,17140,Pave,AllPub,Edwards,1Fam,1Story,4,6,1956,CBlock,Attchd,NA,135000
919,60,13125,Pave,AllPub,SawyerW,1Fam,2Story,7,5,1991,PConc,Attchd,NA,238000
920,20,11029,Pave,AllPub,NAmes,1Fam,1Story,6,8,1958,CBlock,Attchd,NA,176500
921,60,8462,Pave,AllPub,SawyerW,1Fam,2Story,6,5,1994,PConc,Attchd,NA,201000
922,90,8777,Pave,AllPub,Edwards,Duplex,1.5Fin,5,7,1900,CBlock,NA,NA,145900
923,20,10237,Pave,AllPub,Gilbert,1Fam,1Story,6,5,2005,PConc,Attchd,NA,169990
924,120,8012,Pave,AllPub,SawyerW,TwnhsE,1Story,6,5,1993,PConc,Attchd,NA,193000
925,20,10240,Pave,AllPub,NWAmes,1Fam,1Story,6,6,1980,CBlock,Attchd,NA,207500
926,20,15611,Pave,AllPub,NWAmes,1Fam,1Story,5,6,1977,PConc,Attchd,NA,175000
927,60,11999,Pave,AllPub,NridgHt,1Fam,2Story,8,5,2003,PConc,BuiltIn,NA,285000
928,60,9900,Pave,AllPub,NWAmes,1Fam,2Story,7,5,1968,CBlock,Attchd,NA,176000
929,20,11838,Pave,AllPub,CollgCr,1Fam,1Story,8,5,2001,PConc,Attchd,NA,236500
930,60,13006,Pave,AllPub,Gilbert,1Fam,2Story,7,5,1997,PConc,BuiltIn,NA,222000
931,20,8925,Pave,AllPub,Timber,1Fam,1Story,8,5,2007,PConc,Attchd,NA,201000
932,20,9100,Pave,AllPub,NAmes,1Fam,1Story,5,6,1965,CBlock,Detchd,NA,117500
933,20,11670,Pave,AllPub,Somerst,1Fam,1Story,9,5,2006,PConc,Attchd,NA,320000
934,20,8487,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2004,PConc,Attchd,NA,190000
935,20,27650,Pave,AllPub,NAmes,1Fam,1Story,7,7,1960,CBlock,Attchd,NA,242000
936,30,5825,Pave,AllPub,BrkSide,1Fam,1Story,4,5,1926,PConc,Detchd,NA,79900
937,20,10083,Pave,AllPub,SawyerW,1Fam,1Story,7,5,2003,PConc,Attchd,NA,184900
938,60,9675,Pave,AllPub,Somerst,1Fam,2Story,7,5,2005,PConc,Attchd,NA,253000
939,60,8760,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2006,PConc,Attchd,NA,239799
940,70,24090,Pave,AllPub,ClearCr,1Fam,2Story,7,7,1940,CBlock,Attchd,NA,244400
941,90,12640,Pave,AllPub,Mitchel,Duplex,1Story,6,5,1976,CBlock,Attchd,NA,150900
942,60,8755,Pave,AllPub,Gilbert,1Fam,2Story,7,5,1999,PConc,BuiltIn,NA,214000
943,90,7711,Pave,AllPub,Edwards,Duplex,1Story,4,3,1977,PConc,NA,NA,150000
944,90,25000,Pave,AllPub,Mitchel,Duplex,1Story,5,4,1967,CBlock,Attchd,NA,143000
945,20,14375,Pave,NoSeWa,Timber,1Fam,SLvl,6,6,1958,CBlock,Basment,NA,137500
946,50,8820,Pave,AllPub,OldTown,1Fam,1.5Fin,5,6,1890,BrkTil,Detchd,NA,124900
947,80,8163,Pave,AllPub,NAmes,1Fam,SLvl,5,6,1959,CBlock,Attchd,NA,143000
948,20,14536,Pave,AllPub,Timber,1Fam,1Story,8,5,2002,PConc,Attchd,NA,270000
949,60,14006,Pave,AllPub,CollgCr,1Fam,2Story,7,5,2002,PConc,Attchd,NA,192500
950,20,9360,Pave,AllPub,NWAmes,1Fam,1Story,6,7,1972,CBlock,Attchd,NA,197500
951,20,7200,Pave,AllPub,NAmes,1Fam,1Story,5,8,1950,CBlock,Detchd,NA,129000
952,20,7800,Pave,AllPub,SawyerW,1Fam,1Story,5,5,1965,CBlock,Detchd,NA,119900
953,85,7200,Pave,AllPub,CollgCr,1Fam,SFoyer,5,8,1972,CBlock,Detchd,NA,133900
954,60,11075,Pave,AllPub,Mitchel,1Fam,2Story,5,4,1969,CBlock,Attchd,NA,172000
955,90,9400,Pave,AllPub,Edwards,Duplex,SFoyer,6,5,1975,CBlock,NA,NA,127500
956,90,7136,Pave,AllPub,Crawfor,Duplex,2Story,6,6,1946,CBlock,Attchd,NA,145000
957,160,1300,Pave,AllPub,Blueste,TwnhsE,2Story,6,6,1980,CBlock,Attchd,NA,124000
958,20,7420,Pave,AllPub,Sawyer,1Fam,1Story,5,5,1962,CBlock,Detchd,NA,132000
959,20,8450,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2003,PConc,Attchd,NA,185000
960,160,2572,Pave,AllPub,Somerst,Twnhs,2Story,7,5,1999,PConc,Detchd,NA,155000
961,20,7207,Pave,AllPub,BrkSide,1Fam,1Story,5,7,1958,CBlock,NA,NA,116500
962,60,12227,Pave,AllPub,NWAmes,1Fam,2Story,6,7,1977,CBlock,Attchd,NA,272000
963,160,2308,Pave,AllPub,NPkVill,TwnhsE,2Story,6,6,1976,CBlock,Detchd,NA,155000
964,20,11923,Pave,AllPub,CollgCr,1Fam,1Story,9,5,2007,PConc,Attchd,NA,239000
965,60,11316,Pave,AllPub,Timber,1Fam,2Story,7,5,2002,PConc,BuiltIn,NA,214900
966,60,10237,Pave,AllPub,Gilbert,1Fam,2Story,6,5,2005,PConc,Attchd,NA,178900
967,50,9600,Pave,AllPub,Crawfor,1Fam,1.5Fin,5,7,1940,BrkTil,Detchd,NA,160000
968,20,7390,Pave,AllPub,NAmes,1Fam,1Story,5,7,1955,CBlock,Attchd,NA,135000
969,50,5925,Pave,AllPub,OldTown,1Fam,1.5Fin,3,6,1910,BrkTil,NA,NA,37900
970,190,10382,Pave,AllPub,NAmes,2fmCon,SLvl,6,5,1958,CBlock,Attchd,NA,140000
971,50,10800,Pave,AllPub,NAmes,1Fam,1.5Fin,4,4,1949,CBlock,NA,NA,135000
972,160,2268,Pave,AllPub,NridgHt,Twnhs,2Story,7,5,2003,PConc,BuiltIn,NA,173000
973,120,7892,Pave,AllPub,SawyerW,TwnhsE,1Story,6,5,1979,CBlock,Attchd,NA,99500
974,20,11639,Pave,AllPub,Somerst,1Fam,1Story,7,5,2007,PConc,Attchd,NA,182000
975,70,11414,Pave,AllPub,BrkSide,1Fam,2Story,7,8,1910,BrkTil,Detchd,NA,167500
976,160,2651,Pave,AllPub,Somerst,Twnhs,2Story,7,5,2000,PConc,Detchd,NA,165000
977,30,5900,Pave,AllPub,BrkSide,1Fam,1Story,4,7,1923,PConc,NA,NA,85500
978,120,4274,Pave,AllPub,Somerst,TwnhsE,1Story,7,5,2006,PConc,Attchd,NA,199900
979,20,9450,Pave,AllPub,Edwards,1Fam,1Story,4,5,1954,CBlock,Detchd,NA,110000
980,20,8816,Pave,AllPub,Sawyer,1Fam,1Story,5,6,1963,PConc,Detchd,NA,139000
981,85,12122,Pave,AllPub,NAmes,1Fam,SFoyer,7,9,1961,CBlock,Attchd,NA,178400
982,60,12203,Pave,AllPub,NoRidge,1Fam,2Story,8,5,1998,PConc,Attchd,NA,336000
983,20,3182,Pave,AllPub,Blmngtn,1Fam,1Story,7,5,2007,PConc,Attchd,NA,159895
984,60,11250,Pave,AllPub,CollgCr,1Fam,2Story,8,5,2002,PConc,Attchd,NA,255900
985,90,10125,Pave,AllPub,Mitchel,Duplex,1.5Fin,5,5,1977,CBlock,Attchd,NA,126000
986,190,10880,Pave,AllPub,Edwards,2fmCon,1Story,5,5,1950,CBlock,Detchd,NA,125000
987,50,5310,Pave,AllPub,OldTown,1Fam,1.5Fin,6,8,1910,CBlock,Attchd,NA,117000
988,20,10159,Pave,AllPub,NridgHt,1Fam,1Story,9,5,2009,PConc,Attchd,NA,395192
989,60,12046,Pave,AllPub,NWAmes,1Fam,2Story,6,6,1976,CBlock,Attchd,NA,195000
990,60,8125,Pave,AllPub,Somerst,1Fam,2Story,7,5,2006,PConc,Attchd,NA,197000
991,60,9452,Pave,AllPub,NoRidge,1Fam,2Story,8,5,1997,PConc,Attchd,NA,348000
992,70,17671,Pave,AllPub,OldTown,1Fam,2Story,8,9,1882,BrkTil,Attchd,NA,168000
993,60,9760,Pave,AllPub,NAmes,1Fam,2Story,6,8,1964,CBlock,Attchd,NA,187000
994,60,8846,Pave,AllPub,CollgCr,1Fam,2Story,6,5,2005,PConc,Attchd,NA,173900
995,20,12456,Pave,AllPub,NridgHt,1Fam,1Story,10,5,2006,PConc,Attchd,NA,337500
996,50,4712,Pave,AllPub,BrkSide,1Fam,1.5Fin,4,7,1946,CBlock,Detchd,NA,121600
997,20,10659,Pave,AllPub,NAmes,1Fam,1Story,5,6,1961,CBlock,Attchd,NA,136500
998,20,11717,Pave,AllPub,NWAmes,1Fam,1Story,6,6,1970,CBlock,Attchd,NA,185000
999,30,9786,Pave,AllPub,IDOTRR,1Fam,1Story,3,4,1922,BrkTil,Detchd,NA,91000
1000,20,6762,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2006,PConc,Attchd,NA,206000
1001,20,10206,Pave,AllPub,Edwards,1Fam,1Story,3,3,1952,Slab,Detchd,NA,82000
1002,30,5400,Pave,AllPub,OldTown,1Fam,1Story,5,6,1920,BrkTil,Detchd,NA,86000
1003,20,11957,Pave,AllPub,Somerst,1Fam,1Story,8,5,2006,PConc,Attchd,NA,232000
1004,90,11500,Pave,AllPub,NWAmes,Duplex,1Story,5,6,1976,CBlock,Detchd,NA,136905
1005,120,3182,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,PConc,Attchd,NA,181000
1006,80,8385,Pave,AllPub,CollgCr,1Fam,SLvl,5,8,1977,CBlock,Attchd,NA,149900
1007,20,12155,Pave,AllPub,NAmes,1Fam,1Story,6,3,1970,CBlock,Attchd,NA,163500
1008,160,2217,Pave,AllPub,MeadowV,TwnhsE,2Story,4,4,1970,CBlock,Attchd,NA,88000
1009,20,12118,Pave,AllPub,Mitchel,1Fam,1Story,7,5,2004,PConc,Attchd,NA,240000
1010,50,6000,Pave,AllPub,SWISU,1Fam,1.5Fin,5,5,1926,BrkTil,NA,NA,102000
1011,50,21286,Pave,AllPub,Sawyer,1Fam,1.5Fin,5,5,1948,CBlock,Attchd,NA,135000
1012,90,9825,Pave,AllPub,Edwards,Duplex,1Story,5,5,1965,CBlock,NA,NA,100000
1013,70,10592,Pave,AllPub,Crawfor,1Fam,2Story,6,7,1923,PConc,Detchd,NA,165000
1014,30,7200,Pave,AllPub,OldTown,1Fam,1Story,5,4,1910,BrkTil,Detchd,NA,85000
1015,20,11664,Pave,AllPub,NAmes,1Fam,1Story,6,5,1948,CBlock,Detchd,NA,119200
1016,60,8400,Pave,AllPub,NWAmes,1Fam,2Story,8,6,2001,PConc,Attchd,NA,227000
1017,20,11883,Pave,AllPub,CollgCr,1Fam,1Story,7,5,1996,PConc,Attchd,NA,203000
1018,120,5814,Pave,AllPub,StoneBr,TwnhsE,1Story,8,5,1984,CBlock,Attchd,NA,187500
1019,80,10784,Pave,AllPub,Gilbert,1Fam,SLvl,7,5,1991,PConc,Attchd,NA,160000
1020,120,3013,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,PConc,Attchd,NA,213490
1021,20,7024,Pave,AllPub,Edwards,1Fam,1Story,4,5,2005,PConc,Attchd,NA,176000
1022,20,7406,Pave,AllPub,CollgCr,1Fam,1Story,7,5,2006,PConc,Attchd,NA,194000
1023,50,9439,Pave,AllPub,OldTown,1Fam,1.5Fin,5,5,1930,CBlock,Detchd,NA,87000
1024,120,3182,Pave,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,PConc,Attchd,NA,191000
1025,20,15498,Pave,AllPub,Timber,1Fam,1Story,8,6,1976,CBlock,Attchd,NA,287000
1026,20,7700,Pave,AllPub,CollgCr,1Fam,1Story,5,5,1972,CBlock,Detchd,NA,112500
1027,20,9300,Pave,AllPub,NAmes,1Fam,1Story,5,5,1960,CBlock,Attchd,NA,167500
1028,20,9520,Pave,AllPub,Timber,1Fam,1Story,8,5,2007,PConc,Attchd,NA,293077
1029,50,9492,Pave,AllPub,NAmes,1Fam,1.5Fin,5,5,1941,CBlock,Attchd,NA,105000
